run_id,L,W,y0,Wf,Wf_qw,Sx,Sy,s11_min_freq,s11_min_db,s11_at_2p45,bw_10db_low,bw_10db_high,max_gain_dbi,rad_efficiency_db,total_efficiency_db,solve_time_sec,status
1.0,38.82662774696525,62.97868225354029,11.412372682007756,5.02764802974573,2.7017936698908427,77.25609441209082,80.3097150745024,2.5390000343322754,-25.90146390530063,-3.1757864300457515,2.515000104904175,3.2079999446868896,11.001417725065,1.0462351938692982,0.6630318416926749,472.90958285331726,ok
2.0,42.20087098092019,59.45418153469022,15.823091230434136,4.741755517287965,2.725549262583636,91.08903371997984,93.0443095966823,2.3559999465942383,-24.223998208808798,-1.23065959467709,2.3410000801086426,2.371000051498413,11.1916408144051,1.0055568090638605,0.2686559773589345,246.5724425315857,ok
3.0,38.53478661257329,60.41307370770997,15.726473831136117,5.1294415990090885,2.771292766210056,80.84208390021948,80.06047806497865,2.565999984741211,-26.56943511021062,-2.0654795857823003,2.5450000762939453,2.586999893188477,10.8633389870559,1.0404528031951383,0.4707430224612264,242.64845371246335,ok
4.0,40.91534212699188,58.50476157103583,13.771851901884308,4.589439144400605,2.2960402096911103,82.13331974906824,92.9890490585532,2.4130001068115234,-19.49865139750324,-4.678219652939757,2.3980000019073486,2.427999973297119,11.0575610928401,1.034406239861576,0.5953795710419166,266.01506757736206,ok
5.0,40.86535690674578,52.8640045450981,16.147333311358068,4.9027842898412,2.317556309813964,78.65738507349128,84.13261104718104,2.247999906539917,-29.0874129886813,-2.4674908339958384,2.2330000400543213,2.259999990463257,10.4649328817377,1.0333551513418315,0.6138863649150441,236.7326509952545,ok
6.0,41.48815804005723,57.666387755382985,13.72087581895523,5.101764543195805,2.704976395039881,89.64071202028191,80.54183045098554,2.187999963760376,-23.14858068812473,-6.41468469695706,2.1760001182556152,2.4760000705718994,10.6991797464477,1.0034712242169583,0.8655423840014072,251.3217511177063,ok
7.0,41.58123343112486,59.099240420775416,12.98967726737792,4.694208311871903,2.452093912157274,86.92791797401745,76.57937612400626,2.2300000190734863,-11.499046416895755,-1.9231587845353844,2.226999998092652,2.236000061035156,10.4907081818952,0.9970967912491268,0.5297371244763048,228.87508082389832,ok
21.0,39.219583854322615,64.43276011341739,14.64294018518969,5.046247379541709,2.278948829492073,80.18325608422703,87.41710775066436,3.984999895095825,-20.384072942325496,-8.755727443105162,2.4549999237060547,4.0,11.3249200163738,1.0446198556706303,1.000549175166536,456.11852955818176,ok
22.0,40.52995797484553,57.45367688770043,13.323108943010473,5.009019945663299,2.4632787942112016,82.71493772775035,83.86149096411523,2.484999895095825,-14.530918994246072,-5.948930275099308,2.2090001106262207,2.5,10.7458590592929,1.031512267688802,0.9256415488816948,212.3284060955048,ok
23.0,39.05571401617903,62.45326098488103,12.600392043914088,4.704230051946446,2.4945475403928485,87.05783812702059,94.72306476351102,2.4609999656677246,-29.292894374108407,-16.649081474116056,2.440000057220459,2.4820001125335693,11.5652062559801,1.0456751743469035,1.0162011633151455,268.42794728279114,ok
24.0,39.5677492596789,64.80009022647958,15.596726401334584,4.713895040892824,2.414718082871032,90.04255256421689,76.04793713198393,2.51200008392334,-27.86428345273647,-3.57601248126808,2.242000102996826,3.127000093460083,11.4292773311199,1.0563287262370329,0.774230919022941,260.97937512397766,ok
25.0,41.16767881919858,52.33265384830116,13.99954468916274,4.731743250119223,2.2655802618207432,81.51598910748775,82.9588480456045,2.236000061035156,-20.14138561321822,-2.047951128788703,2.2239999771118164,2.247999906539917,10.4782241647308,1.022822094072224,0.546550207727483,224.84255290031436,ok
26.0,42.74719308628798,55.99179672774951,15.163167138145116,4.50969782392027,2.344385439854073,93.52730187728037,78.27663834007554,2.1700000762939453,-10.958048824954144,-3.5825410453081745,2.1640000343322754,2.1730000972747803,10.51582405422,0.975692817276012,0.7056332834349752,224.4882340431213,ok
27.0,42.90507135247584,52.27366152907749,12.032448912190288,4.529210463947282,2.617197567033448,83.97638333298462,89.06330259716275,2.13100004196167,-24.67303517235397,-6.579392765175284,2.121999979019165,2.1429998874664307,10.4979240031473,0.982377788058944,0.5532761094026144,219.7708704471588,ok
28.0,39.98359621775482,56.07276786303826,16.453915074687004,4.8576758680914,2.3737666549590632,77.21167892084388,92.45518292296056,2.4670000076293945,-24.41149570017483,-11.53953250140412,2.4489998817443848,2.4820001125335693,10.8487312765109,1.040440185082136,1.0393297927540983,206.5384602546692,ok
29.0,40.96253857552995,61.28288366836391,15.670311966749974,5.144784667862124,2.209169463713192,86.00704339348476,82.62481470344942,2.443000078201294,-17.30656722036034,-14.515048932771997,2.190999984741211,2.4579999446868896,10.8020363312632,1.018653584181189,0.8658654098918437,296.27936601638794,ok
30.0,39.86600640609055,53.29773535324742,16.6299050973751,4.787596555594368,2.367417559947904,75.21954187384287,94.37341751709484,2.4790000915527344,-24.82122274851717,-7.331099905620333,2.4609999656677246,2.49399995803833,10.7946028527925,1.0484556658284097,1.0023858616003751,217.26381921768188,ok
31.0,38.64410859777232,60.518068551001605,12.695019630479743,4.6417139103959055,2.712134446527881,94.06525399902112,91.96723556211067,2.490999937057495,-26.12944371435081,-5.126382596864791,2.470000028610229,2.51200008392334,11.5923664168632,1.029486198480292,0.8813397210156249,234.5607264041901,ok
32.0,39.42976538727186,59.16177108546144,14.865211908040315,4.996116698946917,2.5488356196598634,83.58428394680911,77.76109418573826,2.2839999198913574,-16.120613521433683,-2.186554168218793,2.275000095367432,2.572000026702881,11.1647006113851,1.048249911523316,0.5256698049648758,204.10783433914185,ok
33.0,38.35709711081987,52.9872186302368,12.447824794503704,5.1863920171296405,2.720245186662392,87.72352564906231,76.46491510073402,2.634999990463257,-16.610860891487786,-1.2169124512010665,2.2960000038146973,2.6530001163482666,10.8411412329453,1.0608880962255691,0.2887662225220576,232.37101912498477,ok
34.0,38.22380535504273,60.942987314276735,14.497846276591993,4.894336046810999,2.4189672931329027,85.38315459961117,77.55380913768695,2.5810000896453857,-31.213378887755585,-1.7345817748067949,2.559999942779541,2.601999998092652,10.9158156075287,1.043510156603871,0.4028272061635473,288.3990170955658,ok
35.0,42.99888520100144,55.557264100525565,11.32742499619776,4.633027850477155,2.430755194435252,84.61730760235024,83.098496044825,2.1670000553131104,-11.145241291162652,-4.725164399946936,2.1610000133514404,2.1700000762939453,10.2428276331481,0.9641953971563813,0.6675861618453031,253.34121584892276,ok
36.0,41.258266315389,54.50199508693246,15.301399987688551,4.846725889620188,2.4593058843521987,91.337017243605,88.78312734206192,2.427999973297119,-30.27705575999328,-8.017233608698962,2.4130001068115234,2.443000078201294,11.1471745771425,1.035704713811821,0.7380401950995928,237.97284746170044,ok
37.0,39.28413144487023,59.9222260710204,12.341792043237712,4.54597237504787,2.471375734274321,94.47368048003646,81.73336028576121,2.509000062942505,-17.214763683302657,-2.799713781253709,2.49399995803833,2.5239999294281006,11.5681609241769,1.0571595465201844,0.6884353654370697,244.84493231773376,ok
38.0,41.02534789601522,52.788746847818686,13.07784188333507,5.004784571603165,2.3864209605027167,78.26975738187814,78.70861706931618,2.2780001163482666,-10.822810376793186,-1.1041810203411813,2.275000095367432,2.2839999198913574,10.3175507743331,1.0303181166198243,0.2980256860381811,257.206964969635,ok
39.0,40.60720499485388,56.85003782328129,12.877394619429282,4.578564954857056,2.792084534431268,88.70633963226604,86.7366545168432,2.4670000076293945,-38.91044342153447,-10.601185889960712,2.4489998817443848,2.4820001125335693,11.0847650539858,1.037762068900745,1.0270659673882307,245.3982985019684,ok
